Longitude	Latitude	FID	solmutunnu	linjoja	lyhyt_nro	nimi_s	nimi_r	nousijat	nettiosoit	P_koord	I_koord
24.98364674	60.25485252	3001	1391216	0	H	Tapaninvainiontie	Staffansslättsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1391216.html	6683013	2554642
25.0840219	60.26433978	3002	1414149	2	H3517	Kalteentie	Sluttningsvägen	422	http://aikataulut.hsl.fi/pysakit/fi/1414149.html	6684157	2560182
25.11057111	60.22084643	3003	1451128	1	H4524	Itäväylä	Österleden	15	http://aikataulut.hsl.fi/pysakit/fi/1451128.html	6679336	2561733
25.00618769	60.23718937	3004	1383229	0	H	Vuolukiventie	Täljstensvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1383229.html	6681064	2555920
25.07843443	60.2619977	3005	1414152	2	H3519	Huokotie	Drågvägen	1	http://aikataulut.hsl.fi/pysakit/fi/1414152.html	6683891	2559877
24.98392758	60.25397975	3006	1391217	0	H	Tapaninvainiontie	Staffansslättsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1391217.html	6682916	2554659
25.10402424	60.21502165	3007	1451139	2	H4516	Kuutsalontie	Kuutsalovägen	73	http://aikataulut.hsl.fi/pysakit/fi/1451139.html	6678681	2561381
25.00279906	60.24031172	3008	1383231	0	H	Rapakivenkuja	Örstensgränden	0	http://aikataulut.hsl.fi/pysakit/fi/1383231.html	6681409	2555727
24.99067759	60.26159501	3009	1391290	0	H	Laukkipäänpolku	Blässtigen	3	http://aikataulut.hsl.fi/pysakit/fi/1391290.html	6683770	2555020
25.07848274	60.26236533	3010	1414153	2	H3518	Huokotie	Drågvägen	99	http://aikataulut.hsl.fi/pysakit/fi/1414153.html	6683932	2559879
25.10467157	60.21496239	3011	1451174	2	H4517	Kuutsalontie	Kuutsalovägen	9	http://aikataulut.hsl.fi/pysakit/fi/1451174.html	6678675	2561417
25.01268529	60.23481518	3012	1383900	0	XH3301	Pihlajamäen kirkko	Rönnbacka kyrka	0	 	6680805	2556284
24.99031045	60.26140032	3013	1391291	0	H	Laukkipäänpolku	Blässtigen	0	http://aikataulut.hsl.fi/pysakit/fi/1391291.html	6683748	2555000
25.08432389	60.26418478	3014	1414154	1	H3516	Kalteentie	Sluttningsvägen	124	http://aikataulut.hsl.fi/pysakit/fi/1414154.html	6684140	2560199
25.10169699	60.21932262	3015	1451175	3	H4365	Karhulantie	Karhulavägen	24	http://aikataulut.hsl.fi/pysakit/fi/1451175.html	6679158	2561244
25.04043767	60.24419605	3016	1384147	2	H3397	Valuraudantie	Gjutjärnsvägen	7	http://aikataulut.hsl.fi/pysakit/fi/1384147.html	6681874	2557805
25.02640411	60.25733848	3017	1392100	1	H3801	Malminkaari	Malmbågen	0	http://aikataulut.hsl.fi/pysakit/fi/1392100.html	6683326	2557005
25.10143754	60.21911828	3018	1451176	0	H4366	Karhulantie	Karhulavägen	0	http://aikataulut.hsl.fi/pysakit/fi/1451176.html	6679135	2561230
25.08621888	60.2608481	3019	1414155	3	H3515	Kuussillantie	Sexbrovägen	10	http://aikataulut.hsl.fi/pysakit/fi/1414155.html	6683770	2560310
25.02888699	60.25875541	3020	1392101	1	H3803	Saniaiskuja	Ormbunksgränden	0	http://aikataulut.hsl.fi/pysakit/fi/1392101.html	6683486	2557140
25.03917351	60.24418799	3021	1384148	0	H	Valuraudantie	Gjutjärnsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1384148.html	6681872	2557735
25.08594764	60.26084134	3022	1414156	3	H3514	Kuussillantie	Sexbrovägen	77	http://aikataulut.hsl.fi/pysakit/fi/1414156.html	6683769	2560295
25.09944893	60.2200773	3023	1451177	3	H4367	Valkealantie	Valkealavägen	23	http://aikataulut.hsl.fi/pysakit/fi/1451177.html	6679240	2561118
25.04514579	60.24519129	3024	1384149	2	H3399	Malmin lentoasema	Malms flygstation	6	http://aikataulut.hsl.fi/pysakit/fi/1384149.html	6681989	2558064
25.02822364	60.25891308	3025	1392102	1	H3804	Saniaiskuja	Ormbunksgränden	3	http://aikataulut.hsl.fi/pysakit/fi/1392102.html	6683503	2557103
25.09947983	60.21992442	3026	1451178	3	H4368	Valkealantie	Valkealavägen	48	http://aikataulut.hsl.fi/pysakit/fi/1451178.html	6679223	2561120
25.0742785	60.26031691	3027	1414191	1	H3800	Jakomäen terveysas.	Jakobacka hälsost.	1	http://aikataulut.hsl.fi/pysakit/fi/1414191.html	6683700	2559650
25.05036599	60.24637983	3028	1384151	2	H3401	Kankiraudantie	Stångjärnsvägen	7	http://aikataulut.hsl.fi/pysakit/fi/1384151.html	6682126	2558351
25.07445908	60.26031545	3029	1414192	0	H3800	Jakomäen terveysas.	Jakobacka hälsost.	0	http://aikataulut.hsl.fi/pysakit/fi/1414192.html	6683700	2559660
25.05722156	60.24786931	3030	1384161	2	H3403	Harkkoraudantie	Tackjärnsvägen	9	http://aikataulut.hsl.fi/pysakit/fi/1384161.html	6682298	2558728
25.07514589	60.26197947	3031	1414235	0	H3501	Jakomäen ostosk.	Jakobacka köpcentrum	2	http://aikataulut.hsl.fi/pysakit/fi/1414235.html	6683886	2559695
25.02916085	60.2611499	3032	1392103	1	H3805	Fallkullantie	Fallkullavägen	0	http://aikataulut.hsl.fi/pysakit/fi/1392103.html	6683753	2557151
25.04068611	60.24405943	3033	1384247	0	H	Valuraudantie	Gjutjärnsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1384247.html	6681859	2557819
25.09371609	60.22347274	3034	1451179	2	H4371	Soraharjuntie	Grusåsvägen	7	http://aikataulut.hsl.fi/pysakit/fi/1451179.html	6679613	2560794
25.07377128	60.26138017	3035	1414236	0	H3500	Jakomäen ostosk.	Jakobacka köpcentrum	60	http://aikataulut.hsl.fi/pysakit/fi/1414236.html	6683818	2559620
25.03917351	60.24418799	3036	1384248	0	H	Valuraudantie	Gjutjärnsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1384248.html	6681872	2557735
25.02882805	60.26148457	3037	1392104	1	H3806	Fallkullantie	Fallkullavägen	0	http://aikataulut.hsl.fi/pysakit/fi/1392104.html	6683790	2557132
25.07062022	60.25782413	3038	1414237	0	H3503	Jakomäentie 6	Jakobackavägen 6	1	http://aikataulut.hsl.fi/pysakit/fi/1414237.html	6683419	2559452
25.09312119	60.2229481	3039	1451180	2	H4372	Soraharjuntie	Grusåsvägen	82	http://aikataulut.hsl.fi/pysakit/fi/1451180.html	6679554	2560762
25.04566848	60.24516024	3040	1384249	0	H	Malmin lentoasema	Malms flygstation	0	http://aikataulut.hsl.fi/pysakit/fi/1384249.html	6681986	2558093
25.0312729	60.26282094	3041	1392105	1	H3807	Fallkulla	Fallkulla	0	http://aikataulut.hsl.fi/pysakit/fi/1392105.html	6683941	2557265
25.09786182	60.22441696	3042	1451181	2	H4373	Helytie	Glittervägen	2	http://aikataulut.hsl.fi/pysakit/fi/1451181.html	6679722	2561022
25.07136044	60.25780918	3043	1414238	0	H3502	Jakomäentie 6	Jakobackavägen 6	22	http://aikataulut.hsl.fi/pysakit/fi/1414238.html	6683418	2559493
25.03048234	60.26296175	3044	1392106	1	H3808	Fallkulla	Fallkulla	0	http://aikataulut.hsl.fi/pysakit/fi/1392106.html	6683956	2557221
25.05068607	60.24622467	3045	1384251	0	H	Kankiraudantie	Stångjärnsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1384251.html	6682109	2558369
25.06952321	60.255203	3046	1414239	0	H3505	Jakomäentie 10	Jakobackavägen 10	2	http://aikataulut.hsl.fi/pysakit/fi/1414239.html	6683126	2559396
25.09722133	60.22469151	3047	1451182	2	H4374	Helytie	Glittervägen	27	http://aikataulut.hsl.fi/pysakit/fi/1451182.html	6679752	2560986
25.05732636	60.24776074	3048	1384261	0	H	Harkkoraudantie	Tackjärnsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1384261.html	6682286	2558734
25.03227639	60.26371078	3049	1392107	1	H3809	Sammalpolku	Mosstigen	0	http://aikataulut.hsl.fi/pysakit/fi/1392107.html	6684041	2557319
25.06997407	60.25518141	3050	1414240	0	H3504	Jakomäentie 10	Jakobackavägen 10	29	http://aikataulut.hsl.fi/pysakit/fi/1414240.html	6683124	2559421
25.1016915	60.22453786	3051	1451183	2	H4375	Riskutie	Briskvägen	6	http://aikataulut.hsl.fi/pysakit/fi/1451183.html	6679739	2561234
25.03735866	60.26388666	3052	1385100	1	H3811	Helluntairaitti	Pingststråket	1	http://aikataulut.hsl.fi/pysakit/fi/1385100.html	6684065	2557600
25.03165297	60.26399385	3053	1392108	1	H3810	Sammalpolku	Mosstigen	0	http://aikataulut.hsl.fi/pysakit/fi/1392108.html	6684072	2557284
25.07470991	60.25363521	3054	1414241	0	H3507	Kaadekuja	Sluttgränden	1	http://aikataulut.hsl.fi/pysakit/fi/1414241.html	6682956	2559686
25.10150327	60.22484459	3055	1451184	2	H4376	Riskutie	Briskvägen	53	http://aikataulut.hsl.fi/pysakit/fi/1451184.html	6679773	2561223
25.01344938	60.26424171	3056	1392109	0	H3781	Sidetie	Bindevägen	0	http://aikataulut.hsl.fi/pysakit/fi/1392109.html	6684084	2556276
25.03677072	60.26357702	3057	1385101	1	H3812	Helluntairaitti	Pingststråket	0	http://aikataulut.hsl.fi/pysakit/fi/1385101.html	6684030	2557568
25.10358981	60.21766424	3058	1451186	1	H4526	Karhulantie	Karhulavägen	2	http://aikataulut.hsl.fi/pysakit/fi/1451186.html	6678975	2561352
25.07307295	60.25383689	3059	1414242	0	H3506	Kaadekuja	Sluttgränden	23	http://aikataulut.hsl.fi/pysakit/fi/1414242.html	6682977	2559595
25.03963826	60.26284552	3060	1385102	1	H3813	Sointutie	Klangvägen	1	http://aikataulut.hsl.fi/pysakit/fi/1385102.html	6683951	2557728
25.01508224	60.26562955	3061	1392110	0	H3783	Tapanilan urheilukes	Mosabacka sportcent	0	http://aikataulut.hsl.fi/pysakit/fi/1392110.html	6684240	2556364
25.03616096	60.26429096	3062	1385103	0	H3914	Tasankotie 9	Slättvägen 9	0	http://aikataulut.hsl.fi/pysakit/fi/1385103.html	6684109	2557533
25.07796642	60.25380624	3063	1414243	0	H3509	Maratontie	Maratonvägen	3	http://aikataulut.hsl.fi/pysakit/fi/1414243.html	6682978	2559866
25.10409906	60.21832421	3064	1451187	5	H4347	Karhulantie	Karhulavägen	18	http://aikataulut.hsl.fi/pysakit/fi/1451187.html	6679049	2561379
25.04166043	60.26508264	3065	1385104	2	H3456	Suurmetsäntie	Storskogsvägen	63	http://aikataulut.hsl.fi/pysakit/fi/1385104.html	6684202	2557836
25.07790082	60.2540043	3066	1414244	0	H3508	Maratontie	Maratonvägen	15	http://aikataulut.hsl.fi/pysakit/fi/1414244.html	6683000	2559862
25.0318697	60.25997098	3067	1392111	0	H3920	"Fallkulla, parkkip."	"Fallkulla, parkpl."	0	http://aikataulut.hsl.fi/pysakit/fi/1392111.html	6683624	2557303
25.10273827	60.2180932	3068	1451188	3	H4296	Karhulantie	Karhulavägen	11	http://aikataulut.hsl.fi/pysakit/fi/1451188.html	6679022	2561304
25.03999262	60.24439696	3069	1385148	3	H3398	Valuraudantie	Gjutjärnsvägen	56	http://aikataulut.hsl.fi/pysakit/fi/1385148.html	6681896	2557780
25.02637465	60.2575541	3070	1392112	0	H3915	Saniaistie 6-8	Ormbunksvägen 6-8	0	http://aikataulut.hsl.fi/pysakit/fi/1392112.html	6683350	2557003
25.08243527	60.25677695	3071	1414245	0	H3511	Louhikkotie	Hölstervägen	38	http://aikataulut.hsl.fi/pysakit/fi/1414245.html	6683313	2560108
25.10830966	60.2201293	3072	1451190	5	H4349	Riskutie	Briskvägen	3	http://aikataulut.hsl.fi/pysakit/fi/1451190.html	6679254	2561609
25.04470248	60.24544607	3073	1385150	3	H3400	Malmin lentoasema	Malms flygstation	43	http://aikataulut.hsl.fi/pysakit/fi/1385150.html	6682017	2558039
25.02838032	60.26333707	3074	1392113	0	H3925	Sompiontie 4	Sompiovägen 4	0	http://aikataulut.hsl.fi/pysakit/fi/1392113.html	6683996	2557104
25.08176546	60.25618096	3075	1414246	0	H3510	Louhikkotie	Hölstervägen	348	http://aikataulut.hsl.fi/pysakit/fi/1414246.html	6683246	2560072
25.10795667	60.22036559	3076	1451191	5	H4348	Riskutie	Briskvägen	50	http://aikataulut.hsl.fi/pysakit/fi/1451191.html	6679280	2561589
25.08489976	60.25974586	3077	1414247	0	H3513	Somerikkopolku	Klapperstensstigen	65	http://aikataulut.hsl.fi/pysakit/fi/1414247.html	6683646	2560239
25.0497353	60.24642073	3078	1385152	3	H3402	Kankiraudantie	Stångjärnsvägen	28	http://aikataulut.hsl.fi/pysakit/fi/1385152.html	6682130	2558316
25.08383249	60.2597007	3079	1414248	0	H3512	Somerikkopolku	Klapperstensstigen	167	http://aikataulut.hsl.fi/pysakit/fi/1414248.html	6683640	2560180
25.03317624	60.25557152	3080	1385160	1	H3451	Pilvitie	Molnvägen	5	http://aikataulut.hsl.fi/pysakit/fi/1385160.html	6683135	2557383
25.01905263	60.26548244	3081	1392114	0	H3924	Hiidenkiventie 21	Trollstensvägen 21	0	http://aikataulut.hsl.fi/pysakit/fi/1392114.html	6684227	2556584
25.11456151	60.22358663	3082	1451192	6	H4351	Linnanherrantie	Borgherrevägen	22	http://aikataulut.hsl.fi/pysakit/fi/1451192.html	6679645	2561949
25.0840219	60.26433978	3083	1414249	0	H	Kalteentie	Sluttningsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1414249.html	6684157	2560182
25.02414127	60.26932991	3084	1392136	3	H3390	Päivöläntie	Päivölävägen	34	http://aikataulut.hsl.fi/pysakit/fi/1392136.html	6684660	2556859
25.03233537	60.25582936	3085	1385161	1	H3452	Pilvitie	Molnvägen	33	http://aikataulut.hsl.fi/pysakit/fi/1385161.html	6683163	2557336
25.11421991	60.22362541	3086	1451193	6	H4350	Linnanherrantie	Borgherrevägen	160	http://aikataulut.hsl.fi/pysakit/fi/1451193.html	6679649	2561930
25.0258333	60.2650802	3087	1392138	4	H3389	Tapanilan tori	Staffansby torg	13	http://aikataulut.hsl.fi/pysakit/fi/1392138.html	6684188	2556960
25.07841648	60.26199785	3088	1414252	0	H3519	Huokotie	Drågvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1414252.html	6683891	2559876
25.10411744	60.21833304	3089	1451287	0	H4347	Karhulantie	Karhulavägen	1	http://aikataulut.hsl.fi/pysakit/fi/1451287.html	6679050	2561380
25.05659634	60.24808069	3090	1385162	3	H3404	Harkkoraudantie	Tackjärnsvägen	51	http://aikataulut.hsl.fi/pysakit/fi/1385162.html	6682321	2558693
25.01199155	60.26208068	3091	1392143	4	H3381	Kotinummentie	Hemmalmsvägen	21	http://aikataulut.hsl.fi/pysakit/fi/1392143.html	6683842	2556199
25.07848274	60.26236533	3092	1414253	0	H3518	Huokotie	Drågvägen	2	http://aikataulut.hsl.fi/pysakit/fi/1414253.html	6683932	2559879
25.10300931	60.21810891	3093	1451288	0	H4296	Karhulantie	Karhulavägen	2	http://aikataulut.hsl.fi/pysakit/fi/1451288.html	6679024	2561319
25.03998966	60.26196309	3094	1385163	1	H3454	Tasankotie	Slättvägen	79	http://aikataulut.hsl.fi/pysakit/fi/1385163.html	6683853	2557749
25.01201381	60.26221509	3095	1392144	3	H3380	Kotinummentie	Hemmalmsvägen	123	http://aikataulut.hsl.fi/pysakit/fi/1392144.html	6683857	2556200
25.03499522	60.2451003	3096	1385172	3	H3367	Tullivuorenkuja	Tullbergsgränden	109	http://aikataulut.hsl.fi/pysakit/fi/1385172.html	6681970	2557502
25.10834597	60.22013797	3097	1451290	0	H4349	Riskutie	Briskvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1451290.html	6679255	2561611
25.00700291	60.1890177	3098	1420100	0	H4783	Kulosaari (M)	Brändö (M)	0	http://aikataulut.hsl.fi/pysakit/fi/1420100.html	6675698	2556047
25.01758629	60.26073639	3099	1392146	4	H3383	Halmetie	Brännvägen	15	http://aikataulut.hsl.fi/pysakit/fi/1392146.html	6683697	2556511
25.0288752	60.25031798	3100	1385174	3	H3371	Pyrytie	Yrsnövägen	46	http://aikataulut.hsl.fi/pysakit/fi/1385174.html	6682546	2557154
24.99600282	60.18529493	3101	1420101	3	H4013	Hopeasalmenranta	Silversundsstranden	1	http://aikataulut.hsl.fi/pysakit/fi/1420101.html	6675274	2555443
25.10797475	60.22036544	3102	1451291	0	H4348	Riskutie	Briskvägen	2	http://aikataulut.hsl.fi/pysakit/fi/1451291.html	6679280	2561590
25.03363406	60.24717533	3103	1385178	3	H3369	Nallenmäentie	Nallebackavägen	40	http://aikataulut.hsl.fi/pysakit/fi/1385178.html	6682200	2557423
24.99597104	60.18543872	3104	1420102	3	H4012	Hopeasalmenranta	Silversundsstranden	16	http://aikataulut.hsl.fi/pysakit/fi/1420102.html	6675290	2555441
25.01668169	60.26127293	3105	1392147	3	H3382	Halmetie	Brännvägen	69	http://aikataulut.hsl.fi/pysakit/fi/1392147.html	6683756	2556460
25.11457959	60.22358648	3106	1451292	0	H4351	Linnanherrantie	Borgherrevägen	1	http://aikataulut.hsl.fi/pysakit/fi/1451292.html	6679645	2561950
25.11422021	60.22363439	3107	1451293	0	H4350	Linnanherrantie	Borgherrevägen	0	http://aikataulut.hsl.fi/pysakit/fi/1451293.html	6679650	2561930
25.04089715	60.26266517	3108	1385180	2	H3453	Tasankotie	Slättvägen	15	http://aikataulut.hsl.fi/pysakit/fi/1385180.html	6683932	2557798
25.00194096	60.18498085	3109	1420103	2	H4015	Marsalkantie	Marskalkens väg	1	http://aikataulut.hsl.fi/pysakit/fi/1420103.html	6675244	2555773
25.10323226	60.20862818	3110	1452100	2	H4799	Meripellontie	Sjöåkervägen	3	http://aikataulut.hsl.fi/pysakit/fi/1452100.html	6677968	2561349
25.03992039	60.24439753	3111	1385248	0	H	Valuraudantie	Gjutjärnsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1385248.html	6681896	2557776
25.0008131	60.18582416	3112	1420104	3	H4014	Marsalkantie	Marskalkens väg	36	http://aikataulut.hsl.fi/pysakit/fi/1420104.html	6675337	2555709
25.02145398	60.260213	3113	1392148	4	H3385	Viertolantie	Viertolavägen	14	http://aikataulut.hsl.fi/pysakit/fi/1392148.html	6683642	2556726
25.10709726	60.20824592	3114	1452101	4	H4506	Vuosaaren silta	Nordsjö bro	46	http://aikataulut.hsl.fi/pysakit/fi/1452101.html	6677929	2561564
25.04466587	60.24542841	3115	1385250	0	H	Malmin lentoasema	Malms flygstation	6	http://aikataulut.hsl.fi/pysakit/fi/1385250.html	6682015	2558037
25.00600132	60.18397177	3116	1420105	2	H4017	Kalliokaivonmäki	Bergbrunnsbacken	2	http://aikataulut.hsl.fi/pysakit/fi/1420105.html	6675135	2556000
25.02182101	60.26039871	3117	1392149	3	H3384	Viertolantie	Viertolavägen	101	http://aikataulut.hsl.fi/pysakit/fi/1392149.html	6683663	2556746
25.04962789	60.24644852	3118	1385252	0	H	Kankiraudantie	Stångjärnsvägen	2	http://aikataulut.hsl.fi/pysakit/fi/1385252.html	6682133	2558310
25.02701143	60.26288987	3119	1392150	4	H3387	Jukolantie	Jukolavägen	33	http://aikataulut.hsl.fi/pysakit/fi/1392150.html	6683945	2557029
25.05661458	60.24808953	3120	1385262	0	H	Harkkoraudantie	Tackjärnsvägen	6	http://aikataulut.hsl.fi/pysakit/fi/1385262.html	6682322	2558694
25.10680293	60.20807779	3121	1452102	4	H4507	Vuosaaren silta	Nordsjö bro	11	http://aikataulut.hsl.fi/pysakit/fi/1452102.html	6677910	2561548
25.00509177	60.18428383	3122	1420106	2	H4016	Kalliokaivonmäki	Bergbrunnsbacken	32	http://aikataulut.hsl.fi/pysakit/fi/1420106.html	6675169	2555949
25.00025384	60.23143572	3123	1386100	1	H3714	Salpausseläntie	Salpausselkävägen	3	http://aikataulut.hsl.fi/pysakit/fi/1386100.html	6680418	2555601
25.02684851	60.26288215	3124	1392151	3	H3386	Jukolantie	Jukolavägen	95	http://aikataulut.hsl.fi/pysakit/fi/1392151.html	6683944	2557020
25.09529806	60.20868493	3125	1452103	5	H4502	Meripellontie	Sjöåkervägen	2	http://aikataulut.hsl.fi/pysakit/fi/1452103.html	6677967	2560909
25.01591733	60.26575775	3126	1392154	1	H3363	Tapanilan Urheiluk.	Mosabacka sportc.	137	http://aikataulut.hsl.fi/pysakit/fi/1392154.html	6684255	2556410
25.01268899	60.18342716	3127	1420107	2	H4019	Lars Sonckin tie	Lars Soncks väg	10	http://aikataulut.hsl.fi/pysakit/fi/1420107.html	6675080	2556372
25.00076565	60.23164725	3128	1386101	1	H3715	Salpausseläntie	Salpausselkävägen	0	http://aikataulut.hsl.fi/pysakit/fi/1386101.html	6680442	2555629
25.09672377	60.20817046	3129	1452104	6	H4503	Meripellontie	Sjöåkervägen	12	http://aikataulut.hsl.fi/pysakit/fi/1452104.html	6677911	2560989
24.9919701	60.25594851	3130	1391100	1	H3748	Haapatie	Aspvägen	1	http://aikataulut.hsl.fi/pysakit/fi/1391100.html	6683142	2555101
25.09026277	60.21076401	3131	1452105	4	H4500	Rusthollarintie	Rusthållarvägen	3	http://aikataulut.hsl.fi/pysakit/fi/1452105.html	6678194	2560626
25.02564735	60.26491105	3132	1392155	3	H3388	Tapanilan tori	Staffansby torg	32	http://aikataulut.hsl.fi/pysakit/fi/1392155.html	6684169	2556950
25.01168743	60.18367722	3133	1420108	2	H4018	Lars Sonckin tie	Lars Soncks väg	44	http://aikataulut.hsl.fi/pysakit/fi/1420108.html	6675107	2556316
25.09121786	60.20965211	3134	1452106	5	H4501	Rusthollarintie	Rusthållarvägen	6	http://aikataulut.hsl.fi/pysakit/fi/1452106.html	6678071	2560681
24.9939657	60.25385114	3135	1391101	5	H3205	Suvitie	Högsommarvägen	58	http://aikataulut.hsl.fi/pysakit/fi/1391101.html	6682910	2555215
25.01321737	60.25731404	3136	1392157	4	H3377	Huhtakuja	Fallåkersgränden	21	http://aikataulut.hsl.fi/pysakit/fi/1392157.html	6683312	2556275
25.01585023	60.18658054	3137	1420109	3	H4021	Risto Rytin tie	Risto Rytis väg	15	http://aikataulut.hsl.fi/pysakit/fi/1420109.html	6675434	2556542
24.99257368	60.2561953	3138	1391102	1	H3749	Haapatie	Aspvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1391102.html	6683170	2555134
25.09135298	60.21426473	3139	1452107	0	H	Vanhanlinnantie	Vanhalinnavägen	0	http://aikataulut.hsl.fi/pysakit/fi/1452107.html	6678585	2560680
25.01482914	60.18561898	3140	1420110	2	H4020	Risto Rytin tie	Risto Rytis väg	33	http://aikataulut.hsl.fi/pysakit/fi/1420110.html	6675326	2556487
24.98910311	60.2555121	3141	1391103	1	H3750	Haapatori	Asptorget	1	http://aikataulut.hsl.fi/pysakit/fi/1391103.html	6683091	2554943
25.01277336	60.25755974	3142	1392158	3	H3376	Huhtakuja	Fallåkersgränden	143	http://aikataulut.hsl.fi/pysakit/fi/1392158.html	6683339	2556250
25.10296249	60.21080271	3143	1452108	1	H4831	Juorumäki	Skvallerbacken	0	http://aikataulut.hsl.fi/pysakit/fi/1452108.html	6678210	2561330
25.0037959	60.18611576	3144	1420111	0	H4034	Ståhlberginkuja	Ståhlbergsgränden	0	http://aikataulut.hsl.fi/pysakit/fi/1420111.html	6675372	2555874
24.99344407	60.25332543	3145	1391104	4	H3206	Suvitie	Högsommarvägen	105	http://aikataulut.hsl.fi/pysakit/fi/1391104.html	6682851	2555187
25.01489192	60.18823949	3146	1420112	2	H4022	Tupasaarentie	Stugövägen	41	http://aikataulut.hsl.fi/pysakit/fi/1420112.html	6675618	2556486
25.01543831	60.26779	3147	1392165	2	H3331	Kotinummentie	Hemmalmsvägen	52	http://aikataulut.hsl.fi/pysakit/fi/1392165.html	6684481	2556380
25.10232531	60.21116704	3148	1452109	1	H4832	Juorumäki	Skvallerbacken	5	http://aikataulut.hsl.fi/pysakit/fi/1452109.html	6678250	2561294
25.02918635	60.26829463	3149	1392180	6	H3337	Moisiontie	Moisiovägen	27	http://aikataulut.hsl.fi/pysakit/fi/1392180.html	6684549	2557140
25.00057715	60.18517969	3150	1420113	2	H4028	Kulosaarentie	Brändövägen	4	http://aikataulut.hsl.fi/pysakit/fi/1420113.html	6675265	2555697
24.99786144	60.2566404	3151	1391105	5	H3208	Syystie	Höstvägen	236	http://aikataulut.hsl.fi/pysakit/fi/1391105.html	6683224	2555426
25.01882732	60.26928099	3152	1392184	2	H3333	Rintamasotilaantie	Frontsoldatsvägen	10	http://aikataulut.hsl.fi/pysakit/fi/1392184.html	6684650	2556565
25.00117348	60.18522906	3153	1420114	2	H4027	Kulosaarentie	Brändövägen	4	http://aikataulut.hsl.fi/pysakit/fi/1420114.html	6675271	2555730
24.99827446	60.25715794	3154	1391106	5	H3267	Syystie	Höstvägen	140	http://aikataulut.hsl.fi/pysakit/fi/1391106.html	6683282	2555448
25.10552866	60.21148148	3155	1452110	1	H4833	Puotinkylän kartano	Botby gård	0	http://aikataulut.hsl.fi/pysakit/fi/1452110.html	6678288	2561471
25.0145025	60.26733038	3156	1392185	1	H3364	Kotinummentie	Hemmalmsvägen	0	http://aikataulut.hsl.fi/pysakit/fi/1392185.html	6684429	2556329
24.99900788	60.1863225	3157	1420115	14	H4001	Kulosaari	Brändö	26	http://aikataulut.hsl.fi/pysakit/fi/1420115.html	6675391	2555608
24.98804286	60.25569049	3158	1391107	1	H3751	Haapatori	Asptorget	0	http://aikataulut.hsl.fi/pysakit/fi/1391107.html	6683110	2554884
25.10489029	60.21180992	3159	1452111	1	H4834	Puotinkylän kartano	Bottby gård	4	http://aikataulut.hsl.fi/pysakit/fi/1452111.html	6678324	2561435
25.01230241	60.25986118	3160	1392188	4	H3379	Huhtapuisto	Fallåkersparken	7	http://aikataulut.hsl.fi/pysakit/fi/1392188.html	6683595	2556220
25.00149924	60.18764118	3161	1420116	13	H4000	Kulosaari	Brändö	130	http://aikataulut.hsl.fi/pysakit/fi/1420116.html	6675540	2555744
24.99339175	60.25875636	3162	1391108	6	H3269	Vanha Tapanilantie	Gamla Staffansbyv.	45	http://aikataulut.hsl.fi/pysakit/fi/1391108.html	6683456	2555175
25.09700177	60.21649809	3163	1452112	3	H4345	Rantakartanontie	Strandgårdsvägen	81	http://aikataulut.hsl.fi/pysakit/fi/1452112.html	6678839	2560989
25.01154944	60.18857019	3164	1420117	14	H4003	Tupasaari	Stugö	18	http://aikataulut.hsl.fi/pysakit/fi/1420117.html	6675652	2556300
25.03018794	60.26394246	3165	1392501	4	H0076	Tapanila	Mosabacka	360	http://aikataulut.hsl.fi/pysakit/fi/1392501.html	6684065	2557203
24.99357819	60.25835104	3166	1391109	5	H3270	Vanha Tapanilantie	Gamla Staffansbyv.	198	http://aikataulut.hsl.fi/pysakit/fi/1391109.html	6683411	2555186
25.10327942	60.21325949	3167	1452113	1	H4835	Puotilan leikkiniitt	Botby lekäng	0	http://aikataulut.hsl.fi/pysakit/fi/1452113.html	6678484	2561343
25.02984766	60.26403479	3168	1392551	4	H0076	Tapanila	Mosabacka	0	http://aikataulut.hsl.fi/pysakit/fi/1392551.html	6684075	2557184
25.01068186	60.1890795	3169	1420118	13	H4002	Tupasaari	Stugö	136	http://aikataulut.hsl.fi/pysakit/fi/1420118.html	6675708	2556251
24.98677522	60.2609868	3170	1391110	4	H3271	Valakkatie	Valacksvägen	63	http://aikataulut.hsl.fi/pysakit/fi/1391110.html	6683699	2554805
25.10287254	60.2129577	3171	1452114	1	H4836	Puotilan leikkiniitt	Botby lekäng	9	http://aikataulut.hsl.fi/pysakit/fi/1452114.html	6678450	2561321
